salario,salario_reale,eta,istruzione,annistruzione,genere,cittadinanza,tiponucleo,area5,area3,regione,statocivile,oredilavoro,qualifica,contratto,settore,peso
650,636.7505995203836,22,3,8,Maschio,cittadino straniero non UE,Coppia con figli,Nord-Ovest,Nord,Liguria,Celibe/nubile,35,Operaio,A tempo pieno,Attività dei servizi di ristorazione,956.8
1130,1106.9664268585132,40,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Coniugato/a,36,Operaio,A tempo pieno,Istruzione,251.3
1700,1665.347721822542,58,10,18,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,694.8
1700,1665.347721822542,56,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,24,Impiegato,A tempo pieno,Istruzione,694.8
1500,1469.4244604316546,24,10,18,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Celibe/nubile,36,Impiegato,A tempo pieno,Assistenza sanitaria,694.8
1400,1371.462829736211,43,1,0,Femmina,cittadino straniero non UE,Coppia con figli,Nord-Est,Nord,Friuli Venezia Giulia,Coniugato/a,40,Operaio,A tempo pieno,Fabbricazione di mobili,509.1
1200,1175.5395683453237,21,3,8,Maschio,cittadino straniero non UE,Coppia con figli,Nord-Est,Nord,Friuli Venezia Giulia,Celibe/nubile,40,Operaio,A tempo pieno,"Coltivazioni agricole e produzione di prodotti animali, caccia e servizi connessi",509.1
820,803.2853717026378,38,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Celibe/nubile,40,Impiegato,A tempo pieno,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),301.4
1200,1175.5395683453237,29,5,13,Maschio,Cittadino italiano,Persona isolata,Centro,Centro,Lazio,Celibe/nubile,44,Operaio,A tempo pieno,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",874.9
1000,979.6163069544364,43,5,13,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Abruzzo,Celibe/nubile,50,Operaio,A tempo pieno,Servizi postali e attività di corriere,627.1
770,754.304556354916,51,3,8,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,30,Operaio,A tempo parziale (part-time),Altre attività di servizi per la persona,354.3
1500,1469.4244604316546,45,3,8,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Coniugato/a,40,Operaio,A tempo pieno,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",223
1200,1175.5395683453237,35,3,8,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Celibe/nubile,40,Operaio,A tempo pieno,Fabbricazione di macchinari ed apparecchiature nca,174.7
1750,1714.3285371702636,38,4,11,Maschio,cittadino straniero UE,Coppia con figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,45,Operaio,A tempo pieno,Lavori di costruzione specializzati,515.3
800,783.6930455635492,34,1,0,Maschio,cittadino straniero non UE,Persona isolata,Sud,Mezzogiorno,Calabria,Celibe/nubile,40,Operaio,A tempo pieno,"Coltivazioni agricole e produzione di prodotti animali, caccia e servizi connessi",712.4
1400,1371.462829736211,38,4,11,Maschio,Cittadino italiano,Persona isolata,Nord-Est,Nord,Trentino-Alto Adige,Celibe/nubile,40,Operaio,A tempo pieno,Lavori di costruzione specializzati,216.3
2100,2057.1942446043163,38,4,11,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Friuli Venezia Giulia,Celibe/nubile,40,Operaio,A tempo pieno,Metallurgia,302.4
1800,1763.3093525179854,61,10,18,Femmina,Cittadino italiano,Coppia senza figli,Centro,Centro,Umbria,Coniugato/a,36,Quadro,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,222.5
1180,1155.947242206235,27,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,24,Quadro,A tempo pieno,Istruzione,417.7
1520,1489.0167865707433,57,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Friuli Venezia Giulia,Coniugato/a,40,Impiegato,A tempo pieno,"Produzione di software, consulenza informatica e attività connesse",334.1
400,391.8465227817746,61,2,5,Femmina,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Liguria,Coniugato/a,16,Operaio,A tempo parziale (part-time),Altre attività di servizi per la persona,146.8
1000,979.6163069544364,31,3,8,Femmina,Cittadino italiano,Persona isolata,Nord-Ovest,Nord,Piemonte,Celibe/nubile,32,Operaio,A tempo parziale (part-time),Altre attività di servizi per la persona,282.2
1400,1371.462829736211,36,8,16,Femmina,Cittadino italiano,Persona isolata,Nord-Est,Nord,Veneto,Celibe/nubile,40,Impiegato,A tempo pieno,Industrie alimentari,918.1
2220,2174.748201438849,62,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Coniugato/a,38,Impiegato,A tempo pieno,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),514
1600,1567.3860911270983,48,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,40,Impiegato,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),1044
1000,979.6163069544364,43,3,8,Maschio,Cittadino italiano,Persona isolata,Isole,Mezzogiorno,Sardegna,Celibe/nubile,37,Operaio,A tempo pieno,Magazzinaggio e attività di supporto ai trasporti,223.4
1200,1175.5395683453237,56,3,8,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Basilicata,Coniugato/a,40,Operaio,A tempo pieno,Lavori di costruzione specializzati,90
1100,1077.57793764988,21,3,8,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Basilicata,Celibe/nubile,40,Operaio,A tempo pieno,Servizi di vigilanza e investigazione,90
500,489.8081534772182,37,5,13,Femmina,Cittadino italiano,Monogenitore femmina,Sud,Mezzogiorno,Calabria,Celibe/nubile,20,Operaio,A tempo parziale (part-time),Attività dei servizi di ristorazione,683.7
1390,1361.6666666666663,63,3,8,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Coniugato/a,40,Operaio,A tempo pieno,Costruzione di edifici,528.2
1500,1469.4244604316546,29,4,11,Maschio,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Impiegato,A tempo pieno,Attività degli studi di architettura e d'ingegneria; collaudi ed analisi tecniche,2133.2
1600,1567.3860911270983,34,3,8,Maschio,cittadino straniero non UE,Coppia senza figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,45,Operaio,A tempo pieno,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,495.1
1400,1371.462829736211,52,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,40,Operaio,A tempo pieno,Fabbricazione di articoli in gomma e materie plastiche,441.5
1100,1077.57793764988,50,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,40,Operaio,A tempo pieno,Fabbricazione di articoli in gomma e materie plastiche,441.5
1890,1851.4748201438847,51,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,36,Impiegato,A tempo pieno,Assistenza sanitaria,443.5
850,832.6738609112709,27,10,18,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Piemonte,Celibe/nubile,16,Quadro,A tempo parziale (part-time),Assistenza sanitaria,443.5
1500,1469.4244604316546,36,3,8,Maschio,cittadino straniero non UE,Coppia senza figli,Nord-Ovest,Nord,Liguria,Coniugato/a,40,Operaio,A tempo pieno,Trasporto terrestre e trasporto mediante condotte,420.2
1800,1763.3093525179854,60,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Coniugato/a,40,Impiegato,A tempo pieno,Telecomunicazioni,256.7
1250,1224.5203836930457,39,5,13,Maschio,cittadino straniero UE,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Operaio,A tempo pieno,Lavori di costruzione specializzati,285.1
1930,1890.6594724220624,55,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,54,Impiegato,A tempo pieno,Industrie alimentari,1655.2
1740,1704.5323741007194,49,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Impiegato,A tempo pieno,Magazzinaggio e attività di supporto ai trasporti,1655.2
3000,2938.848920863309,48,13,22,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,40,Quadro,A tempo pieno,Istruzione,477.9
800,783.6930455635492,43,3,8,Femmina,cittadino straniero non UE,Monogenitore femmina,Centro,Centro,Lazio,Separato/a o divorziato/a,18,Operaio,A tempo parziale (part-time),Industrie alimentari,375.2
1450,1420.4436450839328,31,5,13,Maschio,Cittadino italiano,Coppia senza figli,Nord-Est,Nord,Emilia Romagna,Celibe/nubile,40,Operaio,A tempo pieno,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",4315.3
1200,1175.5395683453237,34,3,8,Maschio,cittadino straniero non UE,Persona isolata,Nord-Ovest,Nord,Piemonte,Celibe/nubile,40,Operaio,A tempo pieno,Attività dei servizi di ristorazione,1035.7
700,685.7314148681055,57,4,11,Femmina,Cittadino italiano,Coppia senza figli,Centro,Centro,Lazio,Coniugato/a,24,Operaio,A tempo parziale (part-time),Attività di servizi per edifici e paesaggio,525.4
1850,1812.2901678657072,48,3,8,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Coniugato/a,38,Operaio,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),198.1
1650,1616.36690647482,46,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Coniugato/a,36,Impiegato,A tempo pieno,Assistenza sanitaria,198.1
500,489.8081534772182,33,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Celibe/nubile,20,Operaio,A tempo parziale (part-time),Attività dei servizi di ristorazione,324.9
1800,1763.3093525179854,39,10,18,Femmina,Cittadino italiano,Coppia senza figli,Centro,Centro,Marche,Celibe/nubile,38,Impiegato,A tempo pieno,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),550
1200,1175.5395683453237,24,3,8,Femmina,Cittadino italiano,Persona isolata,Nord-Ovest,Nord,Lombardia,Celibe/nubile,44,Operaio,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),1240.9
1100,1077.57793764988,51,3,8,Femmina,Cittadino italiano,Monogenitore femmina,Sud,Mezzogiorno,Abruzzo,Separato/a o divorziato/a,40,Impiegato,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),190.7
670,656.3429256594724,24,5,13,Femmina,Cittadino italiano,Monogenitore femmina,Sud,Mezzogiorno,Abruzzo,Celibe/nubile,25,Operaio,A tempo parziale (part-time),Attività dei servizi di ristorazione,190.7
1040,1018.800959232614,34,5,13,Femmina,Cittadino italiano,Monogenitore femmina,Nord-Ovest,Nord,Piemonte,Celibe/nubile,40,Impiegato,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),289.9
1280,1253.9088729016785,63,5,13,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Puglia,Coniugato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,466.7
1330,1302.8896882494005,55,10,18,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Puglia,Coniugato/a,36,Quadro,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,466.7
1300,1273.5011990407672,54,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Liguria,Coniugato/a,40,Operaio,A tempo pieno,"Fabbr. di computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e orologi",531.8
1000,979.6163069544364,36,4,11,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Coniugato/a,20,Impiegato,A tempo parziale (part-time),Servizi di assistenza sociale residenziale,512.3
2300,2253.117505995204,41,11,19,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Coniugato/a,38,Impiegato,A tempo pieno,"Attività di biblioteche, archivi, musei ed altre attività culturali",512.3
1280,1253.9088729016785,27,4,11,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,40,Operaio,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),1696.4
1440,1410.6474820143883,34,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Valle d'Aosta,Coniugato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,38.7
1070,1048.189448441247,33,9,18,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Valle d'Aosta,Coniugato/a,20,Impiegato,A tempo parziale (part-time),Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),38.7
1400,1371.462829736211,58,2,5,Maschio,cittadino straniero UE,Persona isolata,Nord-Ovest,Nord,Valle d'Aosta,Separato/a o divorziato/a,54,Operaio,A tempo pieno,"Coltivazioni agricole e produzione di prodotti animali, caccia e servizi connessi",45.4
1700,1665.347721822542,49,10,18,Maschio,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,45,Impiegato,A tempo pieno,"Produzione di software, consulenza informatica e attività connesse",1661
2390,2341.282973621103,50,10,18,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Celibe/nubile,20,Impiegato,A tempo parziale (part-time),Trasporto aereo,2263.5
1700,1665.347721822542,48,5,13,Maschio,cittadino straniero UE,Coppia con figli,Centro,Centro,Lazio,Coniugato/a,44,Operaio,A tempo pieno,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",243.3
410,401.6426858513189,46,5,13,Femmina,cittadino straniero UE,Coppia con figli,Centro,Centro,Lazio,Coniugato/a,15,Operaio,A tempo parziale (part-time),Attività di famiglie e convivenze come datori di lavoro per personale domestico,243.3
1150,1126.558752997602,52,3,8,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,30,Impiegato,A tempo parziale (part-time),Pubblicità e ricerche di mercato,1187.5
980,960.0239808153476,56,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Coniugato/a,20,Impiegato,A tempo parziale (part-time),Istruzione,2429.8
1200,1175.5395683453237,30,5,13,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Abruzzo,Celibe/nubile,40,Operaio,A tempo pieno,Fabbricazione di carta e di prodotti di carta,788.4
820,803.2853717026378,39,5,13,Femmina,Cittadino italiano,Monogenitore femmina,Isole,Mezzogiorno,Sardegna,Separato/a o divorziato/a,30,Impiegato,A tempo parziale (part-time),Assistenza sanitaria,566.5
800,783.6930455635492,29,2,5,Maschio,cittadino straniero non UE,Coppia senza figli,Sud,Mezzogiorno,Calabria,Coniugato/a,40,Operaio,A tempo pieno,Industrie alimentari,648.4
1500,1469.4244604316546,40,5,13,Maschio,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Coniugato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,643
2200,2155.15587529976,51,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Coniugato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,179.1
900,881.6546762589927,53,3,8,Maschio,Cittadino italiano,Persona isolata,Nord-Est,Nord,Veneto,Celibe/nubile,30,Operaio,A tempo pieno,Attività dei servizi di ristorazione,897.1
850,832.6738609112709,28,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Celibe/nubile,40,Operaio,A tempo pieno,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,288
700,685.7314148681055,38,5,13,Femmina,cittadino straniero UE,Coppia con figli,Nord-Ovest,Nord,Piemonte,Celibe/nubile,20,Operaio,A tempo parziale (part-time),Attività di famiglie e convivenze come datori di lavoro per personale domestico,1032.1
1400,1371.462829736211,42,3,8,Maschio,cittadino straniero UE,Coppia con figli,Nord-Ovest,Nord,Piemonte,Celibe/nubile,40,Operaio,A tempo pieno,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",1032.1
3000,2938.848920863309,52,10,18,Femmina,Cittadino italiano,Persona isolata,Nord-Est,Nord,Friuli Venezia Giulia,Celibe/nubile,50,Dirigente,A tempo pieno,Servizi di assistenza sociale residenziale,456.8
1320,1293.093525179856,58,3,8,Femmina,Cittadino italiano,Coppia senza figli,Sud,Mezzogiorno,Campania,Coniugato/a,36,Operaio,A tempo pieno,Servizi di assistenza sociale residenziale,1041.8
1300,1273.5011990407672,59,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,36,Impiegato,A tempo pieno,Assistenza sanitaria,765.8
1800,1763.3093525179854,54,10,18,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,25,Impiegato,A tempo pieno,Istruzione,576.4
1600,1567.3860911270983,25,9,18,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,40,Impiegato,A tempo pieno,Fabbricazione di altri mezzi di trasporto,576.4
2400,2351.0791366906474,34,11,19,Maschio,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,50,Quadro,A tempo pieno,Attività degli studi di architettura e d'ingegneria; collaudi ed analisi tecniche,651.5
1450,1420.4436450839328,31,10,18,Femmina,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,40,Impiegato,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),651.5
1030,1009.0047961630696,22,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Celibe/nubile,30,Impiegato,A tempo parziale (part-time),Attività legali e contabilità,526.8
1400,1371.462829736211,49,3,8,Femmina,Cittadino italiano,Monogenitore femmina,Nord-Ovest,Nord,Lombardia,Celibe/nubile,21,Operaio,A tempo parziale (part-time),Industrie tessili,541.3
350,342.86570743405275,43,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,15,Operaio,A tempo parziale (part-time),Attività di servizi per edifici e paesaggio,284.9
1450,1420.4436450839328,53,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Separato/a o divorziato/a,25,Impiegato,A tempo parziale (part-time),Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),2836
2420,2370.671462829736,59,10,18,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,45,Quadro,A tempo pieno,Lavori di costruzione specializzati,529.3
1000,979.6163069544364,41,3,8,Maschio,Cittadino italiano,Persona isolata,Sud,Mezzogiorno,Campania,Separato/a o divorziato/a,40,Operaio,A tempo pieno,Attività dei servizi di ristorazione,2162
1500,1469.4244604316546,32,10,18,Femmina,Cittadino italiano,Coppia senza figli,Nord-Est,Nord,Trentino-Alto Adige,Coniugato/a,40,Quadro,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),203.8
1190,1165.7434052757792,45,4,11,Femmina,cittadino straniero non UE,Persona isolata,Centro,Centro,Toscana,Separato/a o divorziato/a,40,Operaio,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),465.2
1750,1714.3285371702636,56,10,18,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,29,Impiegato,A tempo pieno,Istruzione,2246.8
1750,1714.3285371702636,55,10,18,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,35,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,2246.8
990,969.820143884892,43,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Coniugato/a,40,Impiegato,A tempo pieno,"Attività di ricerca, selezione, fornitura di personale",378.3
1600,1567.3860911270983,37,10,18,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Coniugato/a,18,Impiegato,A tempo pieno,Istruzione,378.3
1090,1067.7817745803357,38,3,8,Femmina,Cittadino italiano,Persona isolata,Isole,Mezzogiorno,Sicilia,Separato/a o divorziato/a,25,Operaio,A tempo parziale (part-time),Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),414.7
1500,1469.4244604316546,51,5,13,Maschio,Cittadino italiano,Persona isolata,Centro,Centro,Marche,Separato/a o divorziato/a,38,Impiegato,A tempo pieno,Trasporto terrestre e trasporto mediante condotte,503.5
1500,1469.4244604316546,35,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,36,Operaio,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,1975.2
1400,1371.462829736211,38,3,8,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Separato/a o divorziato/a,40,Operaio,A tempo pieno,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,1975.2
1100,1077.57793764988,44,10,18,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Liguria,Coniugato/a,30,Impiegato,A tempo parziale (part-time),Attività legali e contabilità,172
2000,1959.2326139088727,51,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Liguria,Coniugato/a,40,Impiegato,A tempo pieno,Telecomunicazioni,172
250,244.9040767386091,34,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Celibe/nubile,40,Operaio,A tempo pieno,Attività dei servizi di ristorazione,356.7
1620,1586.9784172661869,43,4,11,Maschio,Cittadino italiano,Coppia senza figli,Nord-Est,Nord,Trentino-Alto Adige,Coniugato/a,40,Operaio,A tempo pieno,Industrie alimentari,209.9
1720,1684.9400479616306,34,8,16,Femmina,Cittadino italiano,Coppia senza figli,Nord-Est,Nord,Trentino-Alto Adige,Coniugato/a,40,Operaio,A tempo pieno,Attività dei servizi di ristorazione,209.9
1300,1273.5011990407672,56,3,8,Femmina,Cittadino italiano,Persona isolata,Nord-Est,Nord,Friuli Venezia Giulia,Separato/a o divorziato/a,36,Impiegato,A tempo pieno,Assistenza sanitaria,190.2
1500,1469.4244604316546,51,3,8,Femmina,Cittadino italiano,Monogenitore femmina,Nord-Est,Nord,Trentino-Alto Adige,Separato/a o divorziato/a,36,Operaio,A tempo pieno,Servizi di assistenza sociale residenziale,223.1
1200,1175.5395683453237,20,5,13,Femmina,Cittadino italiano,Monogenitore femmina,Nord-Est,Nord,Trentino-Alto Adige,Celibe/nubile,40,Operaio,A tempo pieno,Attività dei servizi di ristorazione,223.1
1500,1469.4244604316546,51,10,18,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Coniugato/a,36,Quadro,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),168.6
1940,1900.4556354916065,33,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,37,Impiegato,A tempo pieno,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),2500.1
800,783.6930455635492,28,4,11,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,27,Impiegato,A tempo parziale (part-time),Istruzione,2500.1
1600,1567.3860911270983,38,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,24,Impiegato,A tempo pieno,Istruzione,835.6
1500,1469.4244604316546,46,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,36,Operaio,A tempo pieno,Istruzione,835.6
1700,1665.347721822542,42,10,18,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Calabria,Coniugato/a,40,Impiegato,A tempo pieno,Istruzione,570.7
1400,1371.462829736211,30,5,13,Maschio,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Celibe/nubile,40,Impiegato,A tempo pieno,Attività dei servizi di ristorazione,727.5
800,783.6930455635492,25,5,13,Femmina,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Celibe/nubile,30,Operaio,A tempo parziale (part-time),Alloggio,727.5
1100,1077.57793764988,41,5,13,Femmina,Cittadino italiano,Monogenitore femmina,Centro,Centro,Toscana,Separato/a o divorziato/a,48,Impiegato,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),426.1
1840,1802.494004796163,39,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Coniugato/a,45,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,556.1
1370,1342.0743405275778,46,3,8,Maschio,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Coniugato/a,40,Operaio,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),712.9
1350,1322.482014388489,45,10,18,Femmina,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Coniugato/a,24,Impiegato,A tempo pieno,Istruzione,712.9
1600,1567.3860911270983,42,4,11,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Coniugato/a,40,Operaio,A tempo pieno,Fabbricazione di carta e di prodotti di carta,1113.7
1500,1469.4244604316546,36,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Coniugato/a,44,Operaio,A tempo pieno,"Coltivazioni agricole e produzione di prodotti animali, caccia e servizi connessi",1113.7
1800,1763.3093525179854,56,10,18,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Valle d'Aosta,Coniugato/a,36,Impiegato,A tempo pieno,Servizi veterinari,31.2
1110,1087.3741007194244,49,3,8,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Campania,Coniugato/a,36,Operaio,A tempo pieno,Istruzione,928.8
1600,1567.3860911270983,49,11,19,Femmina,Cittadino italiano,Persona isolata,Sud,Mezzogiorno,Campania,Celibe/nubile,18,Impiegato,A tempo pieno,Istruzione,1212.6
1200,1175.5395683453237,35,8,16,Femmina,Cittadino italiano,Monogenitore femmina,Sud,Mezzogiorno,Abruzzo,Separato/a o divorziato/a,36,Impiegato,A tempo pieno,"Attività di ricerca, selezione, fornitura di personale",401
1700,1665.347721822542,44,7,15,Maschio,Cittadino italiano,Coppia senza figli,Sud,Mezzogiorno,Basilicata,Separato/a o divorziato/a,35,Impiegato,A tempo pieno,Assistenza sanitaria,277.4
1720,1684.9400479616306,42,12,19,Femmina,Cittadino italiano,Coppia senza figli,Sud,Mezzogiorno,Basilicata,Celibe/nubile,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,277.4
1460,1430.239808153477,44,3,8,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Calabria,Coniugato/a,45,Operaio,A tempo pieno,Trasporto terrestre e trasporto mediante condotte,415.1
1300,1273.5011990407672,43,5,13,Femmina,Cittadino italiano,Persona isolata,Centro,Centro,Lazio,Celibe/nubile,37,Impiegato,A tempo pieno,Attività legali e contabilità,384.5
